claim_id,time_to_close,claim_amount,amount_paid,location,individuals_on_claim,linked_cases,cause
364,178,"R$27,856.76","R$19,150.60",RECIFE,8,FALSE,meat
365,168,"R$9,884.04","R$7,765.92",RECIFE,5,TRUE,vegetable
366,181,"R$34,052.30","R$26,851.91",RECIFE,11,TRUE,meat
367,173,"R$6,807.83","R$5,036.27",SAO LUIS,2,FALSE,meat
368,190,"R$34,272.39","R$24,384.89",FORTALEZA,10,FALSE,meat
369,171,"R$28,099.14","R$19,309.80",SAO LUIS,6,FALSE,unknown
370,176,"R$33,240.57","R$27,344.13",SAO LUIS,8,TRUE,unknown
371,194,"R$20,679.88","R$19,693.34",RECIFE,6,FALSE,unknown
372,190,"R$31,776.64","R$30,708.88",RECIFE,12,FALSE,meat
373,167,"R$9,896.81","R$7,191.76",SAO LUIS,5,TRUE,vegetable
374,257,"R$45,345.97","R$32,506.28",NATAL,13,FALSE,meat
375,113,"R$5,851.05","R$5,615.08",SAO LUIS,4,FALSE,vegetable
376,179,"R$20,564.56","R$17,231.05",RECIFE,7,FALSE,meat
377,173,"R$21,156.17","R$17,726.80",SAO LUIS,12,TRUE,vegetable
378,499,"R$75,253.00","R$51,526.00",SAO LUIS,15,FALSE,unknown
379,274,"R$32,754.02","R$21,944.53",FORTALEZA,15,FALSE,vegetable
380,216,"R$45,023.77","R$38,228.64",FORTALEZA,11,FALSE,unknown
381,270,"R$64,445.58","R$43,647.04",RECIFE,12,FALSE,unknown
382,152,"R$31,257.99","R$24,645.66",FORTALEZA,10,FALSE,meat
383,186,"R$14,955.80","R$12,612.95",NATAL,5,FALSE,meat
384,129,"R$6,421.39","R$5,036.68",RECIFE,3,FALSE,vegetable
385,173,"R$9,668.46","R$7,156.30",RECIFE,5,TRUE,vegetable
386,275,"R$37,683.29","R$27,406.16",NATAL,8,FALSE,unknown
387,205,"R$38,243.85","R$30,983.61",RECIFE,9,FALSE,unknown
388,173,"R$24,110.69","R$17,282.56",SAO LUIS,5,TRUE,unknown
389,102,"R$3,276.98","R$2,666.33",SAO LUIS,1,FALSE,meat
390,221,"R$36,773.55","R$35,530.02",SAO LUIS,14,FALSE,meat
391,299,"R$38,793.45","R$26,416.82",RECIFE,11,FALSE,Meat
392,203,"R$50,283.88","R$36,923.76",RECIFE,11,FALSE,unknown
393,210,"R$17,785.99","R$17,313.55",RECIFE,7,FALSE,meat
394,260,"R$63,143.59","R$43,576.21",NATAL,12,FALSE,unknown
395,272,"R$74,749.42","R$50,859.31",FORTALEZA,15,FALSE,unknown
396,179,"R$20,726.19","R$20,141.71",NATAL,8,FALSE,meat
397,208,"R$21,197.97","R$21,036.31",SAO LUIS,8,FALSE,meat
398,152,"R$9,687.78","R$7,304.77",RECIFE,3,FALSE,meat
399,175,"R$11,114.61","R$8,318.11",NATAL,6,TRUE,vegetable
400,151,"R$31,557.52","R$27,494.55",SAO LUIS,8,FALSE,unknown
401,98,"R$4,925.53","R$4,902.09",NATAL,1,FALSE,unknown
402,168,"R$6,244.40","R$5,400.85",SAO LUIS,2,TRUE,unknown
403,167,"R$10,329.85","R$7,474.34",RECIFE,5,TRUE,vegetable
404,290,"R$67,538.80","R$51,946.88",RECIFE,15,FALSE,unknown
405,233,"R$53,837.94","R$36,775.59",RECIFE,15,FALSE,meat
406,178,"R$39,719.53","R$35,550.95",NATAL,14,FALSE,meat
407,326,"R$70,608.35","R$51,624.27",SAO LUIS,15,FALSE,unknown
408,367,"R$63,568.56","R$42,818.45",RECIFE,12,FALSE,unknown
409,155,"R$34,400.42","R$32,194.74",RECIFE,9,FALSE,unknown
410,131,"R$20,747.10","R$18,077.67",RECIFE,7,FALSE,meat
411,131,"R$5,628.07","R$5,288.41",SAO LUIS,2,FALSE,meat
412,172,"R$8,858.51","R$7,916.53",RECIFE,5,TRUE,vegetable
413,169,"R$18,736.91","R$12,681.93",NATAL,5,FALSE,meat
414,352,"R$59,729.93","R$47,148.43",NATAL,13,FALSE,unknown
415,193,"R$39,395.44","R$28,809.60",FORTALEZA,12,FALSE,meat
416,139,"R$12,503.68","R$11,980.99",RECIFE,3,FALSE,unknown
417,294,"R$54,330.28","R$42,510.94",SAO LUIS,12,FALSE,unknown
418,181,"R$34,900.96","R$34,230.77",RECIFE,10,TRUE,unknown
419,223,"R$26,558.41","R$19,224.92",SAO LUIS,8,FALSE,meat
420,177,"R$12,163.57","R$11,285.99",FORTALEZA,8,FALSE,vegetable
421,158,"R$16,074.39","R$14,387.40",RECIFE,6,FALSE,meat
422,133,"R$15,868.24","R$11,283.76",FORTALEZA,5,FALSE,meat
423,95,"R$3,758.79","R$2,958.82",FORTALEZA,1,FALSE,meat
424,158,"R$7,062.51","R$6,185.74",RECIFE,2,FALSE,unknown
425,176,"R$41,333.73","R$30,631.68",RECIFE,9,FALSE,unknown
426,196,"R$19,417.16","R$15,047.28",NATAL,6,FALSE,meat
427,176,"R$26,163.44","R$17,873.33",RECIFE,7,TRUE,meat
428,144,"R$31,612.03","R$28,607.20",SAO LUIS,11,FALSE,meat
429,169,"R$16,288.43","R$11,438.73",FORTALEZA,5,FALSE,meat
430,170,"R$10,860.61","R$10,269.15",RECIFE,7,TRUE,vegetable
431,176,"R$18,391.18","R$15,393.47",RECIFE,6,FALSE,meat
432,182,"R$28,144.92","R$21,144.83",NATAL,8,FALSE,meat
433,212,"R$25,813.20","R$19,628.13",SAO LUIS,8,FALSE,meat
434,199,"R$26,388.06","R$20,386.50",RECIFE,14,FALSE,vegetable
435,149,"R$13,302.63","R$9,073.86",SAO LUIS,4,FALSE,meat
436,160,"R$10,400.83","R$7,277.24",RECIFE,2,FALSE,unknown
437,153,"R$41,066.59","R$29,023.98",RECIFE,12,FALSE,meat
438,173,"R$12,360.71","R$8,659.13",RECIFE,6,TRUE,vegetable
439,182,"R$22,416.25","R$19,358.73",FORTALEZA,13,TRUE,vegetable
440,229,"R$29,906.89","R$20,779.30",SAO LUIS,14,FALSE,vegetable
441,141,"R$3,360.13","R$2,464.32",RECIFE,2,FALSE,vegetable
442,360,"R$72,110.47","R$48,686.66",RECIFE,14,FALSE,unknown
443,118,"R$8,547.94","R$7,717.52",RECIFE,3,FALSE,meat
444,191,"R$27,070.33","R$21,222.04",RECIFE,6,FALSE,unknown
445,182,"R$31,966.97","R$25,713.62",RECIFE,7,TRUE,unknown
446,176,"R$28,263.95","R$19,478.01",FORTALEZA,8,FALSE,meat
447,134,"R$7,876.57","R$6,988.17",RECIFE,3,FALSE,meat
448,186,"R$34,305.41","R$25,837.29",SAO LUIS,10,FALSE,meat
449,174,"R$19,523.85","R$17,607.96",FORTALEZA,7,FALSE,meat
450,155,"R$30,774.37","R$30,145.74",FORTALEZA,12,FALSE,meat
451,220,"R$45,307.39","R$37,379.02",RECIFE,15,FALSE,meat
452,145,"R$13,832.42","R$10,414.35",RECIFE,4,FALSE,meat
453,225,"R$28,613.26","R$24,002.84",NATAL,10,FALSE,meat
454,370,"R$67,547.90","R$52,458.91",RECIFE,15,FALSE,unknown
455,233,"R$52,855.05","R$36,788.88",NATAL,15,FALSE,meat
456,153,"R$24,206.32","R$20,929.51",FORTALEZA,8,FALSE,meat
457,172,"R$7,242.79","R$5,995.63",RECIFE,2,FALSE,meat
458,158,"R$27,383.34","R$21,850.99",FORTALEZA,15,FALSE,vegetable
459,202,"R$19,093.13","R$17,624.46",FORTALEZA,7,FALSE,meat
460,205,"R$17,510.99","R$13,029.72",RECIFE,5,FALSE,meat
461,185,"R$49,572.91","R$48,419.74",SAO LUIS,14,FALSE,unknown
462,180,"R$20,513.70","R$17,379.23",NATAL,5,FALSE,unknown
463,174,"R$14,193.83","R$10,893.94",RECIFE,7,TRUE,vegetable
464,160,"R$25,373.42","R$16,957.71",FORTALEZA,5,FALSE,unknown
465,142,"R$26,746.52","R$21,997.78",RECIFE,15,FALSE,vegetable
466,169,"R$4,280.16","R$3,739.86",RECIFE,2,TRUE,vegetable
467,121,"R$10,348.66","R$7,630.57",RECIFE,3,FALSE,meat
468,166,"R$10,242.84","R$9,787.76",SAO LUIS,3,TRUE,unknown
469,123,"R$8,026.43","R$5,469.15",NATAL,2,FALSE,meat
470,453,"R$68,555.40","R$52,255.96",FORTALEZA,15,FALSE,unknown
471,190,"R$39,160.48","R$26,458.78",RECIFE,11,FALSE,meat
472,193,"R$33,114.01","R$23,090.32",SAO LUIS,9,FALSE,meat
473,327,"R$53,783.47","R$20,105.70",RECIFE,14,FALSE,unknown
474,133,"R$3,363.93","R$3,272.43",RECIFE,2,FALSE,vegetable
475,185,"R$40,145.84","R$34,387.95",RECIFE,10,TRUE,unknown
476,180,"R$51,628.64","R$49,413.80",NATAL,14,TRUE,unknown
477,146,"R$22,835.48","R$20,292.25",SAO LUIS,6,FALSE,unknown
478,174,"R$45,076.15","R$30,109.93",RECIFE,12,FALSE,meat
479,190,"R$17,376.30","R$16,451.85",RECIFE,7,FALSE,meat
480,165,"R$4,717.31","R$3,551.40",SAO LUIS,2,TRUE,vegetable
481,185,"R$31,985.78","R$22,687.01",FORTALEZA,9,TRUE,meat
482,156,"R$21,657.28","R$16,629.20",SAO LUIS,7,FALSE,meat
483,168,"R$9,899.14","R$6,834.03",FORTALEZA,2,FALSE,unknown
484,232,"R$36,770.79","R$32,252.65",RECIFE,13,FALSE,meat
485,174,"R$31,448.34","R$30,866.93",NATAL,12,TRUE,meat
486,164,"R$35,401.95","R$28,512.69",SAO LUIS,11,FALSE,meat
487,224,"R$43,566.39","R$34,889.94",SAO LUIS,14,FALSE,meat
488,279,"R$24,620.80","R$17,826.51",FORTALEZA,7,FALSE,meat
489,275,"R$49,260.11","R$35,344.88",RECIFE,10,FALSE,unknown
490,214,"R$16,856.56","R$13,439.50",RECIFE,9,FALSE,vegetable
491,192,"R$26,752.80","R$24,118.70",NATAL,7,FALSE,unknown
492,249,"R$42,819.57","R$32,690.87",SAO LUIS,9,FALSE,unknown
493,169,"R$15,788.07","R$12,125.47",RECIFE,5,TRUE,meat
494,183,"R$31,660.00","R$27,179.63",SAO LUIS,8,FALSE,unknown
495,117,"R$8,097.82","R$6,271.51",SAO LUIS,3,FALSE,meat
496,183,"R$29,691.61","R$20,105.70",FORTALEZA,8,FALSE,meat
497,141,"R$10,823.67","R$8,404.40",RECIFE,3,FALSE,meat
498,176,"R$11,882.42","R$11,200.09",RECIFE,3,FALSE,unknown
499,187,"R$55,333.01","R$46,075.53",NATAL,13,TRUE,unknown
500,241,"R$41,729.68","R$28,624.83",RECIFE,11,FALSE,meat
501,141,"R$6,349.44","R$5,392.43",SAO LUIS,2,FALSE,unknown
502,155,"R$16,261.94","R$14,515.71",RECIFE,10,FALSE,vegetable
503,145,"R$13,935.73","R$10,999.30",SAO LUIS,3,FALSE,unknown
504,159,"R$14,644.86","R$14,327.14",RECIFE,6,FALSE,meat
505,215,"R$22,601.46","R$22,207.20",NATAL,9,FALSE,meat
506,140,"R$19,988.29","R$18,844.81",NATAL,8,FALSE,meat
507,158,"R$10,560.29","R$8,346.99",SAO LUIS,3,FALSE,meat
508,156,"R$5,955.95","R$4,421.00",RECIFE,1,FALSE,unknown
509,261,"R$46,731.23","R$34,217.35",RECIFE,14,FALSE,meat
510,172,"R$11,442.10","R$10,999.33",SAO LUIS,7,TRUE,vegetable
511,183,"R$25,266.20","R$21,309.77",SAO LUIS,6,FALSE,unknown
512,121,"R$6,325.48","R$6,228.26",FORTALEZA,2,FALSE,meat
513,135,"R$24,490.52","R$20,703.06",NATAL,6,FALSE,unknown
514,307,"R$33,311.48","R$20,105.70",SAO LUIS,8,FALSE,unknown
515,155,"R$37,942.79","R$33,839.36",NATAL,10,FALSE,unknown
516,180,"R$20,956.28","R$15,878.68",RECIFE,5,TRUE,unknown
517,160,"R$13,105.24","R$12,810.36",SAO LUIS,5,FALSE,meat
518,179,"R$9,529.28","R$9,247.63",NATAL,4,FALSE,meat
519,113,"R$5,137.86","R$5,075.07",NATAL,1,FALSE,unknown
520,126,"R$14,586.52","R$13,929.33",SAO LUIS,6,FALSE,meat
521,327,"R$60,129.87","R$43,607.81",SAO LUIS,12,FALSE,unknown
522,167,"R$5,344.71","R$4,082.18",RECIFE,3,TRUE,vegetable
523,171,"R$16,038.61","R$14,931.29",FORTALEZA,10,TRUE,vegetable
524,138,"R$11,290.34","R$9,227.14",RECIFE,4,FALSE,meat
525,220,"R$24,061.25","R$21,824.21",FORTALEZA,15,FALSE,vegetable
526,153,"R$11,914.82","R$11,742.32",NATAL,5,FALSE,meat
527,277,"R$31,745.02","R$21,178.59",NATAL,8,FALSE,meat
528,229,"R$25,236.82","R$24,919.56",RECIFE,10,FALSE,meat
529,231,"R$41,574.58","R$35,254.34",RECIFE,10,FALSE,unknown
530,170,"R$9,291.74","R$6,482.68",SAO LUIS,4,TRUE,vegetable
531,170,"R$41,621.03","R$34,449.68",NATAL,14,FALSE,meat
532,146,"R$8,429.38","R$8,317.46",RECIFE,2,FALSE,unknown
533,164,"R$29,327.47","R$21,114.21",FORTALEZA,14,FALSE,vegetable
534,187,"R$38,182.27","R$32,117.16",RECIFE,13,TRUE,meat
535,218,"R$54,909.77","R$44,522.79",RECIFE,13,FALSE,unknown
536,199,"R$41,382.92","R$30,926.40",RECIFE,12,FALSE,meat
537,384,"R$56,057.20","R$50,988.68",RECIFE,15,FALSE,unknown
538,178,"R$9,885.13","R$7,649.45",FORTALEZA,5,TRUE,vegetable
539,174,"R$21,398.30","R$14,314.94",NATAL,10,TRUE,vegetable
540,118,"R$6,199.94","R$5,982.63",RECIFE,4,FALSE,vegetable
541,166,"R$12,444.52","R$9,058.15",RECIFE,6,FALSE,vegetable
542,136,"R$17,882.30","R$12,055.13",SAO LUIS,5,FALSE,meat
543,188,"R$29,983.67","R$21,415.17",RECIFE,6,FALSE,unknown
544,147,"R$30,404.25","R$29,055.07",SAO LUIS,8,FALSE,unknown
545,136,"R$9,358.22","R$8,245.08",FORTALEZA,3,FALSE,meat
546,163,"R$15,667.82","R$14,397.74",SAO LUIS,10,FALSE,vegetable
547,419,"R$74,840.25","R$52,478.30",SAO LUIS,15,FALSE,unknown
548,174,"R$26,899.85","R$19,974.60",RECIFE,13,TRUE,vegetable
549,160,"R$13,202.56","R$13,035.70",SAO LUIS,9,FALSE,vegetable
550,162,"R$17,806.98","R$12,767.98",RECIFE,5,FALSE,meat
551,166,"R$29,564.25","R$20,023.62",RECIFE,8,FALSE,meat
552,182,"R$28,701.45","R$20,789.26",NATAL,14,TRUE,vegetable
553,221,"R$37,670.40","R$27,565.51",SAO LUIS,8,FALSE,unknown
554,167,"R$35,299.91","R$29,593.14",RECIFE,12,FALSE,meat
555,196,"R$28,847.79","R$22,985.25",SAO LUIS,9,FALSE,meat
556,189,"R$48,100.37","R$44,955.28",SAO LUIS,13,FALSE,unknown
557,276,"R$46,972.61","R$34,845.49",RECIFE,10,FALSE,unknown
558,174,"R$15,056.45","R$12,135.47",RECIFE,8,TRUE,vegetable
559,149,"R$7,232.92","R$6,256.97",RECIFE,3,FALSE,meat
560,257,"R$21,295.07","R$18,680.53",RECIFE,7,FALSE,meat
561,232,"R$68,964.30","R$52,417.18",RECIFE,15,FALSE,unknown
562,111,"R$14,469.12","R$11,062.50",RECIFE,7,FALSE,vegetable
563,260,"R$51,003.75","R$42,086.49",NATAL,12,FALSE,unknown
564,142,"R$9,198.79","R$7,873.89",NATAL,3,FALSE,meat
565,153,"R$20,974.75","R$17,630.25",SAO LUIS,12,FALSE,vegetable
566,189,"R$32,161.44","R$28,807.81",RECIFE,12,FALSE,meat
567,127,"R$4,279.13","R$4,095.19",RECIFE,1,FALSE,unknown
568,184,"R$47,738.03","R$42,988.21",RECIFE,12,FALSE,unknown
569,180,"R$24,608.79","R$20,747.38",SAO LUIS,8,TRUE,meat
570,187,"R$43,201.18","R$34,103.62",SAO LUIS,10,TRUE,unknown
571,310,"R$59,439.87","R$42,127.48",SAO LUIS,12,FALSE,unknown
572,209,"R$44,629.97","R$29,853.67",FORTALEZA,12,FALSE,meat
573,285,"R$40,054.99","R$33,158.80",NATAL,13,FALSE,meat
574,179,"R$20,893.96","R$15,732.51",RECIFE,4,FALSE,unknown
575,175,"R$16,898.71","R$11,397.21",RECIFE,8,TRUE,vegetable
576,169,"R$12,871.81","R$20,105.70",RECIFE,4,FALSE,meat
577,138,"R$16,202.02","R$10,854.27",RECIFE,4,FALSE,meat
578,155,"R$36,272.46","R$29,771.67",RECIFE,12,FALSE,meat
579,186,"R$18,867.66","R$17,305.37",NATAL,12,TRUE,vegetable
580,184,"R$21,257.88","R$17,305.42",SAO LUIS,7,FALSE,meat
581,316,"R$27,553.18","R$22,055.82",SAO LUIS,15,FALSE,vegetable
582,198,"R$43,605.04","R$29,757.43",RECIFE,12,FALSE,meat
583,178,"R$36,195.47","R$31,400.06",RECIFE,9,TRUE,unknown
584,237,"R$64,823.83","R$20,105.70",SAO LUIS,14,FALSE,unknown
585,106,"R$13,636.26","R$13,084.22",RECIFE,5,FALSE,meat
586,286,"R$53,820.75","R$36,502.24",SAO LUIS,10,FALSE,unknown
587,178,"R$14,636.92","R$10,894.72",RECIFE,7,FALSE,vegetable
588,241,"R$43,240.32","R$29,950.30",SAO LUIS,12,FALSE,meat
589,109,"R$8,748.34","R$6,815.83",NATAL,3,FALSE,meat
590,98,"R$3,472.13","R$2,773.80",SAO LUIS,2,FALSE,vegetable
591,179,"R$15,809.25","R$11,346.88",RECIFE,3,TRUE,unknown
592,235,"R$25,488.57","R$17,782.89",NATAL,7,FALSE,meat
593,212,"R$51,780.19","R$46,122.65",RECIFE,13,FALSE,unknown
594,177,"R$23,503.36","R$20,634.86",FORTALEZA,6,FALSE,unknown
595,122,"R$5,612.65","R$5,326.06",FORTALEZA,2,FALSE,meat
596,234,"R$33,155.63","R$29,696.61",RECIFE,8,FALSE,unknown
597,181,"R$34,438.63","R$24,396.03",NATAL,7,FALSE,unknown
598,218,"R$37,175.27","R$33,083.70",SAO LUIS,13,FALSE,meat
599,132,"R$5,366.81","R$4,589.93",RECIFE,1,FALSE,unknown
600,253,"R$70,342.77","R$47,860.47",RECIFE,14,FALSE,unknown
601,127,"R$8,586.70","R$7,239.92",RECIFE,2,FALSE,unknown
602,125,"R$20,254.81","R$17,994.71",RECIFE,7,FALSE,meat
603,140,"R$15,160.45","R$10,757.38",NATAL,4,FALSE,meat
604,122,"R$11,087.70","R$20,105.70",RECIFE,2,FALSE,unknown
605,149,"R$22,185.40","R$15,654.89",RECIFE,4,FALSE,unknown
606,184,"R$45,049.26","R$33,923.92",FORTALEZA,14,FALSE,meat
607,184,"R$21,172.11","R$15,554.76",RECIFE,6,FALSE,meat
608,176,"R$34,262.79","R$31,382.97",RECIFE,13,FALSE,meat
609,166,"R$9,884.24","R$7,167.24",SAO LUIS,2,FALSE,unknown
610,125,"R$5,243.49","R$4,363.89",RECIFE,1,FALSE,unknown
611,212,"R$39,024.93","R$27,002.45",FORTALEZA,8,FALSE,unknown
612,169,"R$14,708.88","R$12,092.33",RECIFE,8,TRUE,vegetable
613,197,"R$43,717.03","R$36,339.31",SAO LUIS,15,FALSE,meat
614,116,"R$15,320.42","R$10,609.04",FORTALEZA,3,FALSE,unknown
615,235,"R$54,988.67","R$44,811.65",FORTALEZA,13,FALSE,unknown
616,136,"R$16,454.45","R$14,205.22",RECIFE,6,FALSE,meat
617,268,"R$56,671.38","R$39,799.22",RECIFE,11,FALSE,unknown
618,238,"R$56,755.71","R$51,800.50",RECIFE,15,FALSE,unknown
619,190,"R$51,785.68","R$36,809.97",RECIFE,15,TRUE,meat
620,248,"R$31,592.55","R$26,179.31",FORTALEZA,10,FALSE,meat
621,119,"R$9,519.43","R$6,594.26",RECIFE,3,FALSE,meat
622,142,"R$8,849.37","R$6,450.64",RECIFE,2,FALSE,unknown
623,192,"R$54,767.36","R$43,472.35",RECIFE,12,TRUE,unknown
624,144,"R$9,011.37","R$7,392.22",FORTALEZA,3,FALSE,meat
625,213,"R$30,968.59","R$24,837.08",SAO LUIS,10,FALSE,meat
626,320,"R$73,296.53","R$49,808.09",RECIFE,14,FALSE,unknown
627,175,"R$42,483.77","R$36,657.99",RECIFE,15,TRUE,meat
628,161,"R$20,403.35","R$19,707.43",SAO LUIS,13,FALSE,vegetable
629,107,"R$18,838.95","R$15,902.22",SAO LUIS,6,FALSE,meat
630,139,"R$9,424.21","R$8,034.75",NATAL,2,FALSE,unknown
631,168,"R$8,215.79","R$7,973.04",NATAL,5,FALSE,vegetable
632,123,"R$2,941.41","R$2,605.19",SAO LUIS,2,FALSE,vegetable
633,203,"R$24,275.11","R$18,837.54",RECIFE,5,FALSE,unknown
634,101,"R$7,295.04","R$6,873.99",FORTALEZA,3,FALSE,meat
635,318,"R$51,407.20","R$37,354.05",RECIFE,11,FALSE,unknown
636,213,"R$38,140.19","R$26,465.83",FORTALEZA,11,FALSE,meat
637,201,"R$48,367.77","R$32,887.40",RECIFE,13,FALSE,meat
638,190,"R$28,898.85","R$25,215.89",RECIFE,7,FALSE,unknown
639,176,"R$21,576.47","R$19,950.88",RECIFE,6,TRUE,unknown
640,101,"R$4,021.16","R$3,963.93",SAO LUIS,1,FALSE,unknown
641,204,"R$40,110.19","R$30,895.00",SAO LUIS,12,FALSE,meat
642,223,"R$28,089.83","R$19,588.22",RECIFE,8,FALSE,meat
643,178,"R$23,543.55","R$18,979.33",RECIFE,13,TRUE,vegetable
644,268,"R$36,686.25","R$35,410.37",SAO LUIS,14,FALSE,meat
645,281,"R$45,970.24","R$20,105.70",RECIFE,14,FALSE,meat
646,205,"R$39,448.11","R$35,510.50",SAO LUIS,14,FALSE,meat
647,181,"R$18,420.18","R$15,832.04",SAO LUIS,11,TRUE,vegetable
648,139,"R$13,042.37","R$9,818.95",NATAL,4,FALSE,meat
649,244,"R$47,635.74","R$32,097.40",RECIFE,9,FALSE,unknown
650,144,"R$11,781.16","R$10,985.90",RECIFE,7,FALSE,vegetable
651,184,"R$18,992.67","R$13,024.35",FORTALEZA,9,TRUE,vegetable
652,209,"R$44,456.83","R$32,994.69",RECIFE,9,FALSE,unknown
653,127,"R$20,814.20","R$16,845.69",SAO LUIS,7,FALSE,meat
654,313,"R$35,056.46","R$32,168.20",RECIFE,13,FALSE,meat
655,182,"R$27,942.22","R$20,307.37",NATAL,8,TRUE,meat
656,174,"R$24,263.57","R$21,778.99",FORTALEZA,15,TRUE,vegetable
657,151,"R$27,309.17","R$18,918.09",RECIFE,13,FALSE,vegetable
658,215,"R$37,882.55","R$30,190.82",SAO LUIS,12,FALSE,meat
659,150,"R$5,543.02","R$3,793.89",RECIFE,2,FALSE,meat
660,228,"R$40,607.02","R$28,440.44",NATAL,8,FALSE,unknown
661,271,"R$49,627.81","R$42,277.28",NATAL,12,FALSE,unknown
662,131,"R$16,987.37","R$16,935.72",RECIFE,7,FALSE,meat
663,240,"R$42,337.02","R$35,872.42",SAO LUIS,10,FALSE,unknown
664,197,"R$55,937.16","R$40,760.97",SAO LUIS,12,TRUE,unknown
665,170,"R$6,126.19","R$5,886.49",RECIFE,4,TRUE,vegetable
666,159,"R$2,179.59","R$1,557.08",NATAL,1,TRUE,vegetable
667,175,"R$18,457.65","R$15,572.10",RECIFE,4,TRUE,unknown
668,284,"R$48,579.46","R$47,993.51",FORTALEZA,14,FALSE,unknown
669,159,"R$9,390.43","R$8,650.31",RECIFE,3,FALSE,meat
670,251,"R$50,813.36","R$39,562.50",NATAL,11,FALSE,unknown
671,186,"R$54,657.32","R$20,105.70",RECIFE,13,FALSE,unknown
672,106,"R$4,691.95","R$3,534.80",NATAL,2,FALSE,vegetable
673,182,"R$13,975.29","R$11,363.33",RECIFE,5,FALSE,meat
674,221,"R$42,357.08","R$36,765.29",RECIFE,15,FALSE,meat
675,162,"R$21,200.69","R$19,195.59",RECIFE,13,FALSE,vegetable
676,190,"R$45,885.48","R$37,171.75",NATAL,15,FALSE,meat
677,183,"R$19,989.24","R$14,705.41",NATAL,10,TRUE,vegetable
678,174,"R$53,284.79","R$46,000.51",RECIFE,13,FALSE,unknown
679,243,"R$54,920.14","R$45,491.28",RECIFE,13,FALSE,unknown
680,182,"R$25,913.92","R$20,158.94",NATAL,13,TRUE,vegetable
681,191,"R$36,000.71","R$28,886.32",RECIFE,8,FALSE,unknown
682,145,"R$9,119.78","R$6,617.49",RECIFE,3,FALSE,meat
683,149,"R$17,354.63","R$14,503.82",NATAL,4,FALSE,unknown
684,161,"R$36,508.62","R$25,776.28",RECIFE,10,FALSE,meat
685,158,"R$17,862.20","R$17,583.14",RECIFE,12,FALSE,vegetable
686,169,"R$33,691.35","R$23,098.86",RECIFE,9,FALSE,meat
687,132,"R$11,573.05","R$10,961.37",FORTALEZA,3,FALSE,unknown
688,295,"R$58,308.28","R$40,455.56",RECIFE,12,FALSE,unknown
689,227,"R$30,299.82","R$21,037.69",SAO LUIS,14,FALSE,vegetable
690,177,"R$51,352.17","R$46,875.10",RECIFE,13,TRUE,unknown
691,256,"R$37,711.25","R$37,114.38",RECIFE,11,FALSE,unknown
692,159,"R$28,366.88","R$20,678.45",NATAL,14,FALSE,vegetable
693,180,"R$33,437.55","R$31,897.69",SAO LUIS,9,TRUE,unknown
694,95,"R$1,764.20","R$1,705.39",NATAL,1,FALSE,vegetable
695,154,"R$12,194.23","R$10,306.67",NATAL,7,FALSE,vegetable
696,182,"R$30,495.03","R$30,491.96",SAO LUIS,12,FALSE,meat
697,160,"R$26,847.46","R$18,789.09",SAO LUIS,13,FALSE,vegetable
698,166,"R$13,809.40","R$13,192.79",RECIFE,9,FALSE,vegetable
699,180,"R$18,803.13","R$18,088.45",RECIFE,5,FALSE,unknown
700,165,"R$34,029.01","R$23,568.10",RECIFE,7,FALSE,unknown
701,158,"R$20,688.62","R$16,746.60",RECIFE,7,FALSE,meat
702,181,"R$31,933.70","R$29,431.84",SAO LUIS,8,FALSE,unknown
703,93,"R$4,393.27","R$4,015.52",NATAL,2,FALSE,meat
704,175,"R$19,524.51","R$17,030.31",RECIFE,11,FALSE,vegetable
705,108,"R$9,580.55","R$6,793.78",SAO LUIS,3,FALSE,meat
706,179,"R$17,063.14","R$15,403.23",RECIFE,10,FALSE,vegetable
707,329,"R$59,830.25","R$52,016.39",SAO LUIS,15,FALSE,unknown
708,148,"R$21,979.00","R$20,105.70",RECIFE,8,FALSE,meat
709,181,"R$14,517.14","R$12,241.78",NATAL,5,TRUE,meat
710,222,"R$46,427.34","R$33,180.94",RECIFE,13,FALSE,meat
711,291,"R$39,249.72","R$34,050.09",RECIFE,14,FALSE,meat
712,274,"R$65,532.44","R$44,185.65",SAO LUIS,13,FALSE,unknown
713,185,"R$42,615.82","R$28,748.19",SAO LUIS,11,FALSE,meat
714,177,"R$22,167.62","R$20,747.89",RECIFE,14,TRUE,vegetable
715,151,"R$15,850.39","R$14,391.36",RECIFE,6,FALSE,meat
716,182,"R$12,093.72","R$10,363.66",SAO LUIS,7,FALSE,vegetable
717,138,"R$15,019.97","R$12,151.03",SAO LUIS,5,FALSE,meat
718,178,"R$18,714.71","R$15,984.54",FORTALEZA,11,TRUE,vegetable
719,161,"R$15,812.90","R$14,680.13",SAO LUIS,6,FALSE,meat
720,172,"R$7,199.16","R$5,224.39",FORTALEZA,3,TRUE,vegetable
721,287,"R$62,146.40","R$44,515.82",NATAL,13,FALSE,unknown
722,177,"R$25,634.94","R$19,494.38",SAO LUIS,13,TRUE,vegetable
723,152,"R$11,993.43","R$10,149.59",FORTALEZA,4,FALSE,meat
724,184,"R$23,755.27","R$21,267.66",RECIFE,9,FALSE,meat
725,182,"R$5,499.90","R$4,295.13",RECIFE,2,TRUE,meat
726,136,"R$6,894.36","R$5,547.54",RECIFE,2,FALSE,unknown
